ID         ,lat        ,lon       ,
5860905373 ,49.5717373 ,8.0532474 ,
5860905374 ,49.5717229 ,8.0533235 ,
5860905396 ,49.5718802 ,8.0538415 ,
5860905403 ,49.5719277 ,8.0538523 ,
5928558529 ,49.4909411 ,7.7225979 ,
5928558530 ,49.4913432 ,7.7233953 ,
6310515174 ,49.4442078 ,7.7643098 ,
6310515183 ,49.4432338 ,7.7643681 ,
6310515184 ,49.4434079 ,7.7644761 ,
6310515885 ,49.4434126 ,7.7647068 ,
6310515890 ,49.4442279 ,7.7644151 ,
6367568825 ,49.4990045 ,7.7736479 ,
6485360452 ,49.4222766 ,7.7516676 ,
6495617810 ,49.4890734 ,7.9015019 ,
6495726857 ,49.4889423 ,7.9019847 ,
6495726858 ,49.4889172 ,7.9019017 ,
6495726866 ,49.4892674 ,7.9016507 ,
6495764476 ,49.4929505 ,7.8961381 ,
6495764477 ,49.4929166 ,7.8960478 ,
6495764480 ,49.4925034 ,7.8962276 ,
6507238107 ,49.4964577 ,7.8944522 ,
6507238110 ,49.4965273 ,7.8943607 ,
6555226489 ,49.4301974 ,7.7099376 ,
6555226490 ,49.4312321 ,7.7101896 ,
6555226491 ,49.4343484 ,7.7092996 ,
6555226507 ,49.4359967 ,7.7090577 ,
6662365502 ,49.4328388 ,7.6819451 ,
6665798048 ,49.4386494 ,7.7158134 ,
6665798049 ,49.4385160 ,7.7160025 ,
6665798050 ,49.4387368 ,7.7158568 ,
6665798059 ,49.4385327 ,7.7158771 ,
6691243304 ,49.4229686 ,7.7512488 ,
6749474794 ,49.4381057 ,7.7103884 ,
6749474795 ,49.4379511 ,7.7095369 ,
6749474803 ,49.4375014 ,7.7071412 ,
6749474804 ,49.4373629 ,7.7065302 ,
6749474805 ,49.4373324 ,7.7065446 ,
6749474806 ,49.4373184 ,7.7065512 ,
6749474807 ,49.4381687 ,7.7106630 ,
6815365472 ,49.5576748 ,8.0835738 ,
6815365476 ,49.5576157 ,8.0836026 ,
6815365484 ,49.5579397 ,8.0839775 ,
6815371990 ,49.5579332 ,8.0838916 ,
6815371996 ,49.5577140 ,8.0842973 ,
6815371998 ,49.5576600 ,8.0842926 ,
6815372004 ,49.5574321 ,8.0839667 ,
6815372008 ,49.5574378 ,8.0838816 ,
6954224834 ,49.7321674 ,7.8142067 ,
7078304602 ,49.4767729 ,7.6817524 ,
7078304607 ,49.4774358 ,7.6818812 ,
7153689195 ,49.4598847 ,7.8144054 ,
7160170084 ,49.4398976 ,7.7412191 ,
7160195287 ,49.4400205 ,7.7409287 ,
7160195288 ,49.4399200 ,7.7409864 ,
7160374426 ,49.4821122 ,7.6807140 ,
7160374428 ,49.4821426 ,7.6801026 ,
7178294995 ,49.4285312 ,7.7387919 ,
7192041374 ,49.4858912 ,7.7273023 ,
7192048089 ,49.4858285 ,7.7273634 ,
7192048158 ,49.4850095 ,7.7286445 ,
7192048159 ,49.4849875 ,7.7286978 ,
7192048212 ,49.4846782 ,7.7287125 ,
